EventId,EventTemplate,Occurrences
E669,"('Listening', 'on', 'Journal', 'Socket.')",1
E670,"('<*>', 'Temporary', 'Directory', '<*>')",4
E671,"('<*>', '<*>', 'Restoring', '<*>')",1
E672,"('Starting', '<*>', '<*>', '<*>')",11
E673,"('Finished', '<*>', '<*>', '<*>')",8
E674,"('Stopped', '<*>', '<*>', '<*>')",12
E675,"('Closed', '<*>', '<*>', '<*>')",2
E676,"('Startup', '<*>', '<*>', '<*>')",7
E677,"('Mounting', 'Mount', '<*>', 'directory...')",2
E678,"('Mounted', 'Mount', '<*>', 'directory.')",2
E679,"('PCI', 'INIT', '<*>', 'driver')",4
E680,"('Started', '<*>', '<*>', '<*>')",10
E681,"('Loading', '<*>', '<*>', '<*>')",1
E682,"('[jitter]:', '<*>', '<*>', '<*>')",1
E683,"('kauditd_printk_skb:', '<*>', 'callbacks', 'suppressed')",10
E684,"('Get', '<*>', 'for', '<*>')",26
E685,"('Create', '<*>', '<*>', '<*>')",13
E686,"('MCh', '<*>', '<*>', '<*>')",16
E687,"('CNCO', '<*>', '<*>', '<*>')",16
E688,"('WARNING:', 'Attempting', '<*>', 'instead')",7
E689,"('Content', 'root', 'path:', '<*>')",24
E690,"('Using', 'configuration', 'file', '/opt/rohde-schwarz/license-server/var/rohde-schwarz/license-server/config/RsLicenseServerApp.json')",1
E691,"('config_generic_gigabit_channel_link():', 'access', 'is', ""'clear_update_write'"")",88
E692,"('<*>', '<*>', '...', 'done')",4
E693,"('<*>', '<*>', 'checking', 'licenses..')",4
E694,"('<*>', '<*>', 'log', 'files...')",4
E695,"('<*>', '<*>', 'log', 'files.')",4
E696,"('Progress:', '<*>', '<*>', '<*>')",91
E697,"('avahi', 'bsw:', 'MIC', '<*>')",5
E698,"('CMPX_MB_LD:', 'Created', 'MbFpgaHwImpl', 'object')",1
E699,"('<*>', 'COR', 'DOWNLOAD', 'STARTED')",4
E700,"('COR', 'read', '<*>', 'ms')",4
E701,"('TSS:', 'AST', 'synchronization', 'started')",1
E702,"('Press', 'CTRL+C', 'to', 'shutdown')",9
E703,"('Press', '^C', 'to', 'exit')",9
E704,"('PyInstaller', '_MEI', 'directory', 'save_recall')",18
E705,"('PIAS:', '<*>', '<*>', '<*>')",809
E706,"('QUERY', 'ID', '<*>', '""DEFAULT""]')",2
E707,"('<*>', '<<', '<*>', '<*>')",2
E708,"('Server', 'file', 'path:', '<*>')",3
E709,"('Carriers', 'TRXID', '<*>', '')",16
E710,"('RF', '[', '<*>', ']')",24
E711,"('BW', '[', '<*>', ']')",24
E712,"('<*>', '<*>', '<*>', '<*>', 'American', 'Megatrends')",1
E713,"('<*>', '<*>', 'IPSX4_TS_CMP/IPSX4_TS_CMP,', '<*>', '<*>', '<*>')",1
E714,"('<*>', '<*>', 'TSC', '<*>', '<*>', 'PIT')",1
E715,"('<*>', '<*>', '<*>', '<*>', '<*>', 'ALASKA)')",1
E716,"('<*>', '<*>', 'start', '<*>', 'each', 'node')",1
E717,"('<*>', '<*>', 'node', '<*>', '[mem', '<*>')",1
E718,"('<*>', '<*>', 'routing', '<*>', 'physical', 'flat.')",1
E719,"('<*>', '<*>', 'up', '<*>', 'CPUs', '...')",1
E720,"('<*>', '<*>', 'API', '<*>', '<*>', 'registered')",1
E721,"('<*>', '<*>', 'Gigabit', '<*>', 'Network', 'Driver')",1
E722,"('<*>', '<*>', 'configured,', '<*>', 'default', 'hostname.')",1
E723,"('<*>', '<*>', 'from', '<*>', '<*>', '(systemd).')",1
E724,"('<*>', '<*>', 'GART', '<*>', '<*>', 'enabled.')",1
E725,"('<*>', '<*>', 'Core', '<*>', '<*>', '<*>')",1
E726,"('<*>', '<*>', '<*>', '<*>', 'running', '<*>')",1
E727,"('<*>', '<*>', 'status:', '<*>', '<*>', '<*>')",1
E728,"('<*>', '<*>', 'power', '<*>', 'driver', '<*>')",1
E729,"('<*>', '<*>', 'open', '<*>', 'Invalid', 'argument')",1
E730,"('<*>', '<*>', 'listening', '<*>', 'DeviceGroup:', 'DEFAULT')",1
E731,"('<*>', '<*>', '<*>', '<*>', 'msg=""Starting', 'up""')",1
E732,"('<*>', '<*>', ""'w')"", '<*>', 'f:', '')",1
E733,"('<*>', '<*>', 'Running', '<*>', 'Docker:', 'true')",1
E734,"('<*>', '<*>', 'Wait', '<*>', 'Option', 'Poll')",1
E735,"('<*>', '<*>', 'bus', '<*>', 'successfully', 'configured')",1
E736,"('last_pfn', '<*>', '<*>', 'max_arch_pfn', '<*>', '<*>')",2
E737,"('(==)', '<*>', '<*>', 'config', '<*>', '<*>')",2
E738,"('<info>', '<*>', '<*>', 'management', '<*>', '<*>')",1
E739,"('Successful', '<*>', '<*>', 'xuser', '<*>', '<*>')",2
E740,"('Battery', '<*>', '<*>', 'is', '<*>', '<*>')",1
E741,"('[RepositoryStatusMonitor]', '<*>', '<*>', '-', '<*>', '<*>')",4
E742,"('<*>', 'GB', 'pages', '<*>', 'direct', 'mapping')",1
E743,"('<*>', 'Early', 'table', '<*>', 'verification', 'disabled')",1
E744,"('<*>', 'HPET', 'id:', '<*>', 'base:', '<*>')",1
E745,"('<*>', 'paravirtualized', 'kernel', '<*>', 'bare', 'hardware')",1
E746,"('<*>', 'Adjusting', 'geometry', '<*>', '<*>', '<*>')",1
E747,"('<*>', 'PM:', '(supports', '<*>', '<*>', '<*>')",1
E748,"('<*>', 'version', '<*>', '<*>', 'Phillip', 'Lougher')",1
E749,"('<*>', 'Registering', 'the', '<*>', 'key', 'type')",1
E750,"('<*>', 'mode', 'is', '<*>', '<*>', '<*>')",1
E751,"('<*>', 'EFI', 'VGA', '<*>', 'buffer', 'device')",1
E752,"('<*>', '<*>', 'crash', '<*>', 'compression:', 'deflate')",1
E753,"('<*>', '<*>', '<*>', '<*>', 'max', '<*>')",1
E754,"('<*>', 'find', 'EFI', '<*>', 'partition,', 'skipping.')",1
E755,"('<*>', 'hwmgr_sw_init', 'smu', '<*>', 'is', 'smu10_smu')",1
E756,"('<*>', '<*>', 'microsemi', '<*>', 'device', 'registered.')",1
E757,"('<*>', 'Watch', '<*>', '<*>', 'chromium', 'installation.')",1
E758,"('<*>', 'Hardware', 'RNG', '<*>', 'Gatherer', 'Daemon.')",1
E759,"('<*>', '<*>', 'enabl', '<*>', '<*>', '/swapspace/swapfile')",1
E760,"('<*>', 'prometheus', 'metrics', '<*>', 'port:', '<*>')",1
E761,"('<*>', 'done.', 'Ready', '<*>', 'receive', 'requests.')",1
E762,"('<*>', 'Unit', 'LD', '<*>', 'been', 'started.')",1
E763,"('<*>', 'group', 'file', '<*>', 'changed,', 'reloading.')",1
E764,"('<*>', '(or', 'due', '<*>', 'unexpected', 'data).')",1
E765,"('Secure', 'boot', 'could', '<*>', 'be', 'determined')",1
E766,"('ACPI:', 'LAPIC_NMI', '(acpi_id[0xff]', '<*>', 'edge', 'lint[0x1])')",1
E767,"('pcpu-alloc:', '<*>', '<*>', '<*>', '<*>', '<*>')",1
E768,"('<*>', 'PNP:', 'No', '<*>', 'controller', 'found.')",1
E769,"('acpi_cpufreq:', 'overriding', 'BIOS', '<*>', '_PSD', 'data')",1
E770,"('xinit:', 'connection', 'to', '<*>', 'server', 'lost')",1
E771,"('Utilization', 'of', 'resources', '<*>', 'Basic', 'recording')",1
E772,"('Traceback', '(most', 'recent', '<*>', 'last):', '')",1
E773,"('end', 'CRrhControllerService:', ':', '<*>', '<*>', '<*>')",1
E774,"('at', 'System.Linq.Enumerable.SelectIterator[TSource,', '<*>', '<*>', '<*>', 'selector)+MoveNext()')",1
E775,"('An', 'error', 'occurred', '<*>', 'the', 'application')",1
E776,"('[mem', '<*>', '<*>', '<*>', '<*>', '<*>')",1
E777,"('ACPI:', 'Using', '<*>', '<*>', '<*>', '<*>')",1
E778,"('PCI:', 'pci_cache_line_size', '<*>', '<*>', '<*>', '<*>')",1
E779,"('PCI:', 'CLS', '<*>', '<*>', '<*>', '<*>')",1
E780,"('rtc_cmos', '<*>', '<*>', '<*>', '<*>', '<*>')",1
E781,"('Initializing', 'machine', '<*>', '<*>', '<*>', '<*>')",2
E782,"('Created', 'slice', '<*>', '<*>', '<*>', '<*>')",1
E783,"('Listening', 'on', '<*>', '<*>', '<*>', '<*>')",1
E784,"('read', 'microsemi', '<*>', '<*>', '<*>', '<*>')",2
E785,"('Started', 'Daily', '<*>', '<*>', '<*>', '<*>')",2
E786,"('<info>', '<*>', '<*>', '<*>', '<*>', '<*>')",1
E787,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",1156
E788,"('Started', 'R&S', '<*>', '<*>', '<*>', '<*>')",1
E789,"('NET-SNMP', '<*>', '<*>', '<*>', '<*>', '<*>')",1
E790,"('Starting', 'Record', '<*>', '<*>', '<*>', '<*>')",1
E791,"('[RsInstallationService.MAIN]', 'INFO', '<*>', '<*>', '<*>', '<*>')",1
E792,"('<*>', '|', '<*>', '<*>', '<*>', '<*>')",1
E793,"('Progress:', '<*>', '<*>', '<*>', '<*>', '<*>')",7
E794,"('<*>', 'selected', '<*>', '<*>', '<*>', '<*>')",1
E795,"('SLUB:', '<*>', '<*>', '<*>', '<*>', '<*>')",1
E796,"('..TIMER:', 'vector=0x30', '<*>', '<*>', '<*>', '<*>')",1
E797,"('sched_clock:', 'Marking', 'stable', '<*>', '<*>', '<*>')",1
E798,"('cmx_rfu600:', 'loading', 'out-of-tree', 'module', 'taints', 'kernel.')",1
E799,"('<*>', 'variant', '<*>', 'Tasks', 'RCU', '<*>')",3
E800,"('<*>', 'Copyright', '<*>', '<*>', 'Intel', '<*>')",3
E801,"('<*>', 'is', '<*>', 'to', 'DMA_BIT_MASK_VALUE', '<*>')",3
E802,"('<*>', 'ignoring', '<*>', 'shortcut', 'XF86Start=!matchbox-remote', '<*>')",1
E803,"('<*>', '""/usr/local/share/xu-scripts/cmx_package_setup_creator.py"",', '<*>', '<*>', 'in', '<*>')",3
E804,"('<*>', 'Rohde', '<*>', 'Schwarz', 'Installation', '<*>')",1
E805,"('usbcore:', 'registered', '<*>', '<*>', '<*>', '<*>')",16
E806,"('Starting', 'D-Bus', '<*>', '<*>', '<*>', '<*>')",7
E807,"('RF', '[', '<*>', '<*>', '<*>', '<*>')",8
E808,"('BW', '[', '<*>', '<*>', '<*>', '<*>')",8
E809,"('PCI:', 'Using', 'ACPI', 'for', 'IRQ', 'routing')",1
E810,"('<*>', 'reserve', 'RAM', 'buffer', '<*>', '<*>')",8
E811,"('<*>', 'Control', 'process', 'exited,', '<*>', '<*>')",9
E812,"('pnp:', 'PnP', '<*>', '<*>', '<*>', 'devices')",1
E813,"('pps', 'pps0:', '<*>', '<*>', '<*>', '<*>')",1
E814,"('Listening', 'on', '<*>', '<*>', '<*>', 'Socket.')",2
E815,"('Mounting', 'POSIX', '<*>', '<*>', '<*>', 'System...')",1
E816,"('Mounted', 'POSIX', '<*>', '<*>', '<*>', 'System.')",1
E817,"('read', 'mrpc', '<*>', '<*>', '<*>', 'retries')",2
E818,"('pps', 'pps1:', '<*>', '<*>', '<*>', 'pps_ast')",1
E819,"('CMPX_MB_LD:', 'MB', '<*>', '<*>', '<*>', 'successfully')",1
E820,"(':', 'No', '<*>', '<*>', '<*>', 'directory')",1
E821,"('file:', 'No', '<*>', '<*>', '<*>', 'directory')",1
E822,"('ahci', '<*>', '<*>', '<*>', '<*>', '<*>')",1
E823,"('AS:', '<*>', '<*>', '<*>', '<*>', '<*>')",1
E824,"('usb', '<*>', '<*>', '<*>', '<*>', '<*>')",22
E825,"('<*>', '<*>', '<*>', '<*>', '<*>', 'found')",14
E826,"('<*>', '<*>', '<*>', '<*>', 'successfully', 'established.')",1
E827,"('<*>', '<*>', '<*>', '<*>', '<*>', 'ms')",1
E828,"('<*>', '<*>', '<*>', '<*>', 'user', 'unknown')",14
E829,"('hub', '<*>', '<*>', '<*>', '<*>', 'detected')",14
E830,"('<*>', 'usb2:', '<*>', '<*>', '<*>', 'Controller')",1
E831,"('<*>', 'usb2:', '<*>', '<*>', '<*>', 'xhci-hcd')",1
E832,"('<*>', 'usb4:', '<*>', '<*>', '<*>', 'Controller')",1
E833,"('<*>', 'usb4:', '<*>', '<*>', '<*>', 'xhci-hcd')",1
E834,"('<*>', 'Create', '<*>', '<*>', '<*>', 'Directories...')",3
E835,"('<*>', 'Create', '<*>', '<*>', '<*>', 'Directories.')",3
E836,"('<*>', '<*>', '<*>', '<*>', '<*>', 'error""\\n')",6
E837,"('Reached', 'target', 'Initrd', '<*>', 'File', 'System.')",2
E838,"('audit:', '<*>', '<*>', '<*>', '<*>', '<*>')",44
E839,"('<*>', '<*>', 'Unknown', 'group', '<*>', 'ignoring')",8
E840,"('<*>', 'Record', 'System', 'Boot/Shutdown', 'in', '<*>')",7
E841,"('Using', 'default', 'interface', 'naming', 'scheme', '<*>')",8
E842,"('<*>', 'File', '<*>', 'Check', '<*>', '<*>')",2
E843,"('<*>', 'Flush', '<*>', '<*>', '<*>', '<*>')",3
E844,"('<*>', 'failed', '<*>', 'retrieve', '<*>', '<*>')",1
E845,"('Stopped', '<*>', '<*>', '<*>', '<*>', '<*>')",8
E846,"('Closed', 'D-Bus', '<*>', 'Message', 'Bus', 'Socket.')",6
E847,"('[drm]', 'DM_PPLIB:', 'values', 'for', '<*>', 'clock')",2
E848,"('pci', '<*>', '==>', 'mapped', 'to:', '(%pf?)')",11
E849,"('read', 'microsemi', '<*>', 'device', '<*>', '<*>')",2
E850,"('read', 'microsemi', '<*>', 'config', 'running', '<*>')",1
E851,"('rsmic', '<*>', 'MIC', 'device', '<*>', 'connected')",5
E852,"('Starting', '<*>', '<*>', '<*>', '<*>', '<*>')",10
E853,"('New', 'relevant', 'interface', '<*>', 'for', 'mDNS.')",13
E854,"('X', 'Protocol', 'Version', '<*>', 'Revision', '<*>')",2
E855,"('R&S', 'SWPL', 'QUERY', '<*>', '<*>', '<*>')",2
E856,"('Before', 'reporting', 'problems,', 'check', 'http:', '//wiki.x.org')",2
E857,"('Started', 'Network', 'Manager', 'Script', 'Dispatcher', 'Service.')",2
E858,"('IPv6:', 'ADDRCONF(NETDEV_CHANGE):', '<*>', 'link', 'becomes', 'ready')",6
E859,"('error', 'finding', 'row', 'index', '<*>', '_ifXTable_container_row_restore')",5
E860,"('Activating', 'special', 'unit', 'Exit', '<*>', 'Session...')",5
E861,"('New', 'session', '<*>', 'of', 'user', '<*>')",45
E862,"('Started', '<*>', '<*>', '<*>', '<*>', '<*>')",52
E863,"('Stopping', '<*>', '<*>', '<*>', '<*>', '<*>')",6
E864,"('[', 'OK', ']', '<*>', '<*>', '<*>')",3
E865,"('Get', 'video', 'meta', 'info', 'for', '<*>')",26
E866,"('Starting', 'Rohde', '&', 'Schwarz', 'Installation', 'Service...')",1
E867,"('CPDefErrorLoggerMulti:', ':', 'Write():', 'No', 'Loggers', 'registered!')",6
E868,"('config_generic_gigabit_channel_link():', 'access', 'for', '<*>', '=', '<*>')",88
E869,"('[RsInstallationService.MAIN]', 'INFO', 'RohdeSchwarz.AptAbstractionLib.LocalDevice', '-', 'Init:', '<*>')",2
E870,"('<*>', 'port', '<*>', 'entered', '<*>', 'state')",15
E871,"('Connection', 'closed', 'by', '<*>', 'port', '<*>')",1741
E872,"('CMPX_MB_LD:', 'Writing', 'the', 'MB', 'CST', 'transivers..')",1
E873,"('<*>', 'status', 'interrupt', 'detected', '<*>', '<*>')",18
E874,"('COR', 'write', '<*>', 'ms', '<*>', 'words)')",4
E875,"('mrt.smartmon-collector.service:', 'Start', 'request', 'repeated', 'too', 'quickly.')",2982
E876,"('PIAS:', '<*>', '>>', 'POST', '/wsman', '<*>')",6
E877,"('CMPX_MB_LD:', 'Success!', 'Call', 'to', 'function', '<*>')",134
E878,"('Successfuly', 'stopped', 'CMXmars', 'Server', 'version', '<*>')",13
E879,"(':', '<*>', '>>', 'DIAG:', 'PIAS:', 'ID?\\n')",1
E880,"('SMBIOS', '<*>', 'present.')",1
E881,"('Zone', '<*>', '')",1
E882,"('DMA', '<*>', '<*>')",1
E883,"('<*>', '<*>', '<*>')",6
E884,"('Normal', '<*>', '<*>')",1
E885,"('ACPI:', '<*>', 'enabled')",1
E886,"('SCSI', '<*>', 'initialized')",1
E887,"('Registered', '<*>', 'operations')",1
E888,"('scsi', '<*>', 'ahci')",1
E889,"('efifb:', '<*>', 'redraw')",1
E890,"('IPVS:', '<*>', 'loaded.')",1
E891,"('<*>', '<*>', 'Dev-Sleep')",1
E892,"(':', '<*>', 'call')",1
E893,"('firmware', '<*>', '<*>')",1
E894,"('img', '<*>', '<*>')",1
E895,"('link', '<*>', 'true')",1
E896,"('link', '<*>', '<*>')",1
E897,"('Inserted', '<*>', ""'amdgpu'"")",1
E898,"('New', '<*>', 'seat0.')",1
E899,"('Initializing', '<*>', 'sources')",1
E900,"('Create', '<*>', ""'//swapspace'"")",1
E901,"('no', '<*>', '<*>')",1
E902,"('return', '<*>', '<*>')",1
E903,"('using', '<*>', '<*>')",1
E904,"('Detected', '<*>', 'systemd-nspawn.')",1
E905,"('TOC', '<*>', 'created!')",1
E906,"('Started', '<*>', 'Drivers.')",1
E907,"('Removing', '<*>', 'cmxreporting_default')",1
E908,"('RefLd!wait_until_ocxo_warm:', '<*>', 'waiting')",1
E909,"('physicalLayerProtocol', '<*>', '<*>')",1
E910,"('Compiled', '<*>', '')",1
E911,"('ZMQ', '<*>', '<*>')",1
E912,"('TextLogMaxSize:', '<*>', 'MB')",1
E913,"('EventLog', '<*>', 'started')",1
E914,"('ket', '<*>', 'closed.')",1
E915,"('Converted', '<*>', '<*>')",1
E916,"('at', '<*>', 'collection)')",1
E917,"('at', '<*>', 'source)')",1
E918,"('at', '<*>', 'obj)')",1
E919,"('...', '<*>', '<*>')",1
E920,"('device', '<*>', '<*>')",2
E921,"('Write', '<*>', '<*>')",6
E922,"('Kprobes', 'globally', 'optimized')",1
E923,"('Bridge', 'firewalling', 'registered')",1
E924,"('sda:', 'sda1', '<*>')",1
E925,"('port', 'type:', 'Upstream')",1
E926,"('done', 'creating', '/swapspace/swapfile')",1
E927,"('Logging', 'directory', '/var/log/')",1
E928,"('Files', 'changed,', 'reloading.')",1
E929,"('S,', '<*>', '<*>')",1
E930,"('ACPI:', 'Added', '<*>')",3
E931,"('brd:', '<*>', '<*>')",1
E932,"('loop:', '<*>', '<*>')",1
E933,"('partition', '<*>', '<*>')",1
E934,"('Facettes', '<*>', '<*>')",1
E935,"('Indices', '<*>', '<*>')",1
E936,"('deviceCount', '<*>', '<*>')",1
E937,"('RpcChannelTransport:', '<*>', '<*>')",1
E938,"('MessageDispatcherXPubTransport:', '<*>', '<*>')",1
E939,"('*/usr/lib/cmxtools/mddb/Mddb.system_all.2Added', '<*>', '<*>')",1
E940,"('*/usr/lib/cmxtools/mddb/MAdded', '<*>', '<*>')",1
E941,"('microcode:', '<*>', '<*>')",8
E942,"('srsf.log', '<*>', '<*>')",9
E943,"('srss.log', '<*>', '<*>')",9
E944,"('with', '<*>', '<*>')",2
E945,"('Successfully', '<*>', '<*>')",1
E946,"('Runtime', '<*>', '<*>')",1
E947,"('Detected', 'architecture', '<*>')",3
E948,"('Reached', 'target', '<*>')",30
E949,"('Starting', '<*>', '<*>')",12
E950,"('<*>', 'Deactivated', 'successfully.')",4974
E951,"('Mounting', '<*>', '<*>')",1
E952,"('Creating', '<*>', '<*>')",4
E953,"('Registering', '<*>', '<*>')",1
E954,"('BPF', '<*>', '<*>')",83
E955,"('Started', '<*>', '<*>')",31
E956,"('Mounted', 'Home', 'mount.')",1
E957,"('Stopped', '<*>', '<*>')",18
E958,"('<*>', 'blob', 'data]')",431
E959,"('config', '<*>', '<*>')",1
E960,"('NET-SNMP', '<*>', '<*>')",1
E961,"('Attaching', '<*>', '<*>')",1
E962,"('App', '<*>', '<*>')",1
E963,"('Registered', '<*>', '<*>')",1
E964,"('le', '<*>', '<*>')",2
E965,"('link', 'width:', '<*>')",1
E966,"('Listening', 'on', 'sshd.socket.')",1
E967,"('Change', 'config:', '<*>')",11
E968,"('Publish', 'update:', '<*>')",183
E969,"('Num', 'HW:', '<*>')",183
E970,"('Removed', 'session', '<*>')",38
E971,"('New', 'machine', 'mrt-chromium.')",1
E972,"('<*>', 'Container', 'mrt-chromium.')",1
E973,"('<*>', 'Life', 'Service')",1
E974,"('<*>', 'Broker', 'Created')",1
E975,"('<*>', 'online:', '//localhost')",2
E976,"('Hosting', 'environment:', 'Production')",24
E977,"('RPC', 'Broker', 'Started')",1
E978,"('Progress:', '<*>', '<*>')",2
E979,"('Received', 'signal:', '<*>')",59
E980,"('running', 'sams:', '')",60
E981,"('No', 'Positioner', 'Detected')",1
E982,"('<*>', 'ctor', '<*>')",34
E983,"('build', 'list:', '<*>')",11
E984,"('CMPX_MB_LD:', 'Initializing', 'MIC')",1
E985,"('<*>', 'perform_reset()', 'ENTERED')",4
E986,"('add', 'alert', '<*>')",36
E987,"('CB:', 'sync_rsrcs_primary:', '<*>')",4
E988,"('Initial', 'carriers:', '<*>')",8
E989,"('CHECK:', 'license_should_be_checked:', 'False')",4
E990,"('RmcCompositeServices', 'startup', 'finished')",9
E991,"('Stopping', 'CMXmars', 'Server...')",21
E992,"('CMXmarsServer', 'is', 'stopping.')",21
E993,"('Stopped', 'CMXmars', 'Server.')",21
E994,"('Adding', 'series', '<*>')",35
E995,"('Added', 'series', '<*>')",31
E996,"('Multichannel', 'parameter:', '')",16
E997,"('Overall', 'DAC:', '')",16
E998,"('RF', 'Band', '<*>')",16
E999,"('at', '<*>', '<*>')",7
E1000,"('x86/PAT:', 'Configuration', '<*>', 'WB', 'WC', 'UC-', 'UC', 'WB', 'WP', 'UC-', 'WT')",1
E1001,"('ACPI:', 'UEFI', '<*>', '<*>', '<*>', 'ALASKA', 'A', 'M', 'I', '<*>', '<*>')",1
E1002,"('<*>', 'CRAT', '<*>', '<*>', '<*>', '<*>', '<*>', 'CRAT', '<*>', '<*>', '<*>')",1
E1003,"('<*>', 'CDIT', '<*>', '<*>', '<*>', '<*>', '<*>', 'CDIT', '<*>', '<*>', '<*>')",1
E1004,"('<*>', 'SSDT', '<*>', '<*>', '<*>', '<*>', '<*>', 'CPU', '<*>', '<*>', '<*>')",1
E1005,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'at', '<*>', '<*>', '<*>')",1
E1006,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'ProgressInfo:', '<*>', '<*>', '<*>')",3
E1007,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'Loading', '<*>', '<*>', '<*>')",1
E1008,"('<*>', '<*>', 'hash', 'table', 'entries:', '<*>', '(order:', '<*>', '<*>', 'bytes,', 'linear)')",4
E1009,"('<*>', '<*>', '<*>', '<*>', '<*>', 'compiled', '<*>', 'retpoline;', 'no', 'mitigation', 'available!')",1
E1010,"('<*>', '<*>', '<*>', '<*>', '<*>', 'VGA', '<*>', 'added:', 'decodes=io+mem,', 'owns=none,', 'locks=none')",1
E1011,"('<*>', '<*>', '<*>', '<*>', '<*>', 'conflict', '<*>', 'PCI', 'Bus', '<*>', '<*>')",1
E1012,"('<*>', '<*>', '<*>', '<*>', '<*>', 'level=info', '<*>', 'node_exporter""', '<*>', 'branch=HEAD,', '<*>')",1
E1013,"('<*>', '<*>', '<*>', '<*>', '<*>', 'level=info', '<*>', 'msg=""Parsed', 'flag', '--collector.diskstats.device-exclude""', 'flag=^(ram|loop|fd|(h|s|v|xv)d[a-z]|nvme\\d+n\\d+p)\\d+$')",1
E1014,"('<*>', '<*>', '<*>', '<*>', '<*>', 'size', '<*>', '<*>', 'GiB', '<*>', 'bytes)')",1
E1015,"('<*>', '<*>', '<*>', '<*>', '<*>', 'COMPRESSION_FN=', '<*>', '-v', '-f', '<*>', '--rm""')",1
E1016,"('<*>', '<*>', '<*>', '<*>', '<*>', 'default', '<*>', 'connection', ""'Wired"", 'connection', '<*>')",1
E1017,"('<*>', '<*>', '<*>', '<*>', '<*>', 'beginning', '<*>', '(timeout', 'in', '<*>', 'seconds)')",1
E1018,"('<*>', '<*>', '<*>', '<*>', '<*>', 'Entering', '<*>', 'loop', '(cancellation', 'requested:', 'False)')",1
E1019,"('<*>', '<*>', '<*>', '<*>', '<*>', 'started.', '<*>', 'Ctrl+C', '<*>', 'shut', 'down.')",1
E1020,"('<*>', '<*>', '<*>', '<*>', '<*>', 'PTP', '<*>', '<*>', '(PHC)', 'on', 'primary.')",1
E1021,"('....', '<*>', '<*>', 'CPUs:', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",1
E1022,"('<info>', '<*>', 'NetworkManager', '(version', '<*>', 'is', '<*>', '(for', '<*>', '<*>', 'time)')",1
E1023,"('systemd-journald.service:', '<*>', 'egress', 'BPF', 'program', '<*>', '<*>', '/sys/fs/cgroup/unified/system.slice/systemd-journald.service', '<*>', '<*>', 'argument')",1
E1024,"('<*>', '<*>', 'not', 'shut', 'down', 'properly', '<*>', 'had', '<*>', '<*>', 'killed;')",1
E1025,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'D3hot')",3
E1026,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'start', '<*>', '<*>')",1
E1027,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'cfa7:', '<*>', '<*>')",2
E1028,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'D3cold')",2
E1029,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'such', 'file', '<*>', 'directory')",2
E1030,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",3
E1031,"('Block', 'layer', 'SCSI', 'generic', '(bsg)', '<*>', '<*>', '<*>', '<*>', '(major', '<*>')",1
E1032,"('amdgpu', '<*>', '<*>', '<*>', 'amdgpu:', '<*>', '<*>', '<*>', '<*>', 'feature', '<*>')",1
E1033,"('Time', 'spent', 'on', 'flushing', 'to', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",1
E1034,"('amdgpu', '<*>', '<*>', '<*>', '[drm]', '<*>', '<*>', '<*>', '<*>', 'or', '<*>')",1
E1035,"('<*>', '<*>', '<*>', 'level=info', 'msg=""Start', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",1
E1036,"('Private', 'interface', 'on', 'TCP/IP', 'port', '<*>', '<*>', '<*>', '<*>', 'binding:', '<*>')",1
E1037,"('[RsInstallationService.MAIN]', 'INFO', 'RohdeSchwarz.InstallationManagerAbstractionLib.InstallationManagerAbstractionLib', '-', 'Installation', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",1
E1038,"('[info', ']', 'register', '<*>', '<-', '<*>', '<*>', '<*>', '<*>', '<*>', '<*>')",1
E1039,"('<*>', '<*>', '<*>', '<*>', '<*>', 'register', '<*>', '<*>', 'SMBus', '<*>', 'selection')",1
E1040,"('<*>', '<*>', '<*>', '<*>', '<*>', 'network', 'units', '<*>', 'Kernel', '<*>', 'line.')",1
E1041,"('<*>', '<*>', '<*>', '<*>', '<*>', 'starting', 'connection', '<*>', 'connection', '<*>', '<*>')",1
E1042,"('<*>', '<*>', '<*>', '<*>', '<*>', 'of', '<*>', '<*>', 'path', '<*>', '<*>')",1
E1043,"('<*>', '<*>', '<*>', '<*>', '<*>', '<*>', 'get_jupyter_notebook_status', '<*>', 'is_running', '<*>', '<*>')",1
E1044,"('<*>', '<*>', '<*>', '<*>', '<*>', 'transivers', 'with', '<*>', 'ini', '<*>', 'mb_cst.xcnf')",1
