EventId, Occurrences, EventTemplate
E802, 1, ignoring shortcut XF86Start=!matchbox-remote
E803, 3, /usr/local/share/xu-scripts/cmx_package_setup_creator.py in
E804, 1, Rohde Schwarz Installation
E805, 16, usbcore: registered
E806, 7, Starting D-Bus
E807, 8, RF
E808, 8, BW
E809, 1, PCI: Using ACPI for IRQ routing
E810, 8, reserve RAM buffer
E811, 9, Control process exited
E812, 1, pnp: PnP devices
E813, 1, pps pps0:
E814, 2, Listening on Socket.
E815, 1, Mounting POSIX System...
E816, 1, Mounted POSIX System.
E817, 2, read mrpc retries
E818, 1, pps pps1: pps_ast
E819, 1, CMPX_MB_LD: MB successfully
E820, 1, : No directory
E821, 1, file: No directory
E822, 1, ahci
E823, 1, AS:
E824, 22, usb
E825, 14, found
E826, 1, successfully established.
E827, 1, ms
E828, 14, user unknown
E829, 14, hub detected
E830, 1, usb2: Controller
E831, 1, usb2: xhci-hcd
E832, 1, usb4: Controller
E833, 1, usb4: xhci-hcd
E834, 3, Create Directories...
E835, 3, Create Directories.
E836, 6, error \\n
E837, 2, Reached target Initrd File System.
E838, 44, audit:
E839, 8, Unknown group ignoring
E840, 7, Record System Boot/Shutdown in
E841, 8, Using default interface naming scheme
E842, 2, File Check
E843, 3, Flush
E844, 1, failed retrieve
E845, 8, Stopped
E846, 6, Closed D-Bus Message Bus Socket.
E847, 2, drm DM_PPLIB: values for clock
E848, 11, pci == mapped to: %pf?
E849, 2, read microsemi device
E850, 1, read microsemi config running
E851, 5, rsmic MIC device connected
E852, 10, Starting
E853, 13, New relevant interface for mDNS.
E854, 2, X Protocol Version Revision
E855, 2, R&S SWPL QUERY
E856, 2, Before reporting problems check http: //wiki.x.org
E857, 2, Started Network Manager Script Dispatcher Service.
E858, 6, IPv6: ADDRCONF NETDEV_CHANGE : link becomes ready
E859, 5, error finding row index _ifXTable_container_row_restore
E860, 5, Activating special unit Exit Session...
E861, 45, New session of user
E862, 52, Started
E863, 6, Stopping
E864, 3, OK
E865, 26, Get video meta info for
E866, 1, Starting Rohde & Schwarz Installation Service...
E867, 6, CPDefErrorLoggerMulti: : Write : No Loggers registered!
E868, 88, config_generic_gigabit_channel_link : access for =
E869, 2, RsInstallationService.MAIN INFO RohdeSchwarz.AptAbstractionLib.LocalDevice - Init:
E870, 15, port entered state
E871, 1741, Connection closed by port
E872, 1, CMPX_MB_LD: Writing the MB CST transivers..
E873, 18, status interrupt detected
E874, 4, COR write ms words
E875, 2982, mrt.smartmon-collector.service: Start request repeated too quickly.
E876, 6, PIAS: POST /wsman
E877, 134, CMPX_MB_LD: Success! Call to function
E878, 13, Successfuly stopped CMXmars Server version
E879, 1, : DIAG: PIAS: ID?\\n
E880, 1, SMBIOS present.
E881, 1, Zone
E882, 1, DMA
E883, 6, 
E884, 1, Normal
E885, 1, ACPI: enabled
E886, 1, SCSI initialized
E887, 1, Registered operations
E888, 1, scsi ahci
E889, 1, efifb: redraw
E890, 1, IPVS: loaded.
E891, 1, Dev-Sleep
E892, 1, : call
E893, 1, firmware
E894, 1, img
E895, 1, link true
E896, 1, link
E897, 1, Inserted amdgpu
E898, 1, New seat0.
E899, 1, Initializing sources
E900, 1, Create //swapspace
E901, 1, no
E902, 1, return
E903, 1, using
E904, 1, Detected systemd-nspawn.
E905, 1, TOC created!
E906, 1, Started Drivers.
E907, 1, Removing cmxreporting_default
E908, 1, RefLd!wait_until_ocxo_warm: waiting
E909, 1, physicalLayerProtocol
E910, 1, Compiled
E911, 1, ZMQ
E912, 1, TextLogMaxSize: MB
E913, 1, EventLog started
E914, 1, ket closed.
E915, 1, Converted
E916, 1, at collection
E917, 1, at source
E918, 1, at obj
E919, 1, ...
E920, 2, device
E921, 6, Write
E922, 1, Kprobes globally optimized
E923, 1, Bridge firewalling registered
E924, 1, sda: sda1
E925, 1, port type: Upstream
E926, 1, done creating /swapspace/swapfile
E927, 1, Logging directory /var/log/
E928, 1, Files changed reloading.
E929, 1, S
E930, 3, ACPI: Added
E931, 1, brd:
E932, 1, loop:
E933, 1, partition
E934, 1, Facettes
E935, 1, Indices
E936, 1, deviceCount
E937, 1, RpcChannelTransport:
E938, 1, MessageDispatcherXPubTransport:
E939, 1, /usr/lib/cmxtools/mddb/Mddb.system_all.2Added
E940, 1, /usr/lib/cmxtools/mddb/MAdded
E941, 8, microcode:
E942, 9, srsf.log
E943, 9, srss.log
E944, 2, with
E945, 1, Successfully
E946, 1, Runtime
E947, 3, Detected architecture
E948, 30, Reached target
E949, 12, Starting
E950, 4974, Deactivated successfully.
E951, 1, Mounting
E952, 4, Creating
E953, 1, Registering
E954, 83, BPF
E955, 31, Started
E956, 1, Mounted Home mount.
E957, 18, Stopped
E958, 431, blob data
E959, 1, config
E960, 1, NET-SNMP
E961, 1, Attaching
E962, 1, App
E963, 1, Registered
E964, 2, le
E965, 1, link width:
E966, 1, Listening on sshd.socket.
E967, 11, Change config:
E968, 183, Publish update:
E969, 183, Num HW:
E970, 38, Removed session
E971, 1, New machine mrt-chromium.
E972, 1, Container mrt-chromium.
E973, 1, Life Service
E974, 1, Broker Created
E975, 2, online: //localhost
E976, 24, Hosting environment: Production
E977, 1, RPC Broker Started
E978, 2, Progress:
E979, 59, Received signal:
E980, 60, running sams:
E981, 1, No Positioner Detected
E982, 34, ctor
E983, 11, build list:
E984, 1, CMPX_MB_LD: Initializing MIC
E985, 4, perform_reset ENTERED
E986, 36, add alert
E987, 4, CB: sync_rsrcs_primary:
E988, 8, Initial carriers:
E989, 4, CHECK: license_should_be_checked: False
E990, 9, RmcCompositeServices startup finished
E991, 21, Stopping CMXmars Server...
E992, 21, CMXmarsServer is stopping.
E993, 21, Stopped CMXmars Server.
E994, 35, Adding series
E995, 31, Added series
E996, 16, Multichannel parameter:
E997, 16, Overall DAC:
E998, 16, RF Band
E999, 7, at
E1000, 1, x86/PAT: Configuration WB WC UC- UC WB WP UC- WT
E1001, 1, ACPI: UEFI ALASKA A M I
E1002, 1, CRAT CRAT
E1003, 1, CDIT CDIT
E1004, 1, SSDT CPU
E1005, 1, at
E1006, 3, ProgressInfo:
E1007, 1, Loading
E1008, 4, hash table entries: order: bytes linear
E1009, 1, compiled retpoline; no mitigation available!
E1010, 1, VGA added: decodes=io+mem owns=none locks=none
E1011, 1, conflict PCI Bus
E1012, 1, level=info node_exporter branch=HEAD
E1013, 1, level=info msg= Parsed flag --collector.diskstats.device-exclude flag=^ ram|loop|fd| h|s|v|xv d a-z |nvme\\d+n\\d+p \\d+$
E1014, 1, size GiB bytes
E1015, 1, COMPRESSION_FN= -v -f --rm
E1016, 1, default connection Wired connection
E1017, 1, beginning timeout in seconds
E1018, 1, Entering loop cancellation requested: False
E1019, 1, started. Ctrl+C shut down.
E1020, 1, PTP PHC on primary.
E1021, 1, .... CPUs:
E1022, 1, info NetworkManager version is for time
E1023, 1, systemd-journald.service: egress BPF program /sys/fs/cgroup/unified/system.slice/systemd-journald.service argument
E1024, 1, not shut down properly had killed;
E1025, 3, D3hot
E1026, 1, start
E1027, 2, cfa7:
E1028, 2, D3cold
E1029, 2, such file directory
E1030, 3, 
E1031, 1, Block layer SCSI generic bsg major
E1032, 1, amdgpu amdgpu: feature
E1033, 1, Time spent on flushing to
E1034, 1, amdgpu drm or
E1035, 1, level=info msg= Start
E1036, 1, Private interface on TCP/IP port binding:
E1037, 1, RsInstallationService.MAIN INFO RohdeSchwarz.InstallationManagerAbstractionLib.InstallationManagerAbstractionLib - Installation
E1038, 1, info register -
E1039, 1, register SMBus selection
E1040, 1, network units Kernel line.
E1041, 1, starting connection connection
E1042, 1, of path
E1043, 1, get_jupyter_notebook_status is_running
E1044, 1, transivers with ini mb_cst.xcnf
E1045, 3, trigger condition checks failed.
E1046, 2, | start
E1047, 2, add dependency rpcbind.sockets ignoring:
E1048, 1, Dispatch Password Console
E1049, 1, Forward Password Wall
E1050, 2, between us
E1051, 2, count:
E1052, 2, Directory to mount over is not empty mounting anyway.
E1053, 2, Markers: -- probed from config file == default setting
E1054, 68, zstd command line interface by Yann Collet
E1055, 1, Copyright c Rohde & Schwarz GmbH & Co. KG Munich.
E1056, 1, libGL error:
E1057, 176, config_generic_gigabit_channel_link : update_write on with value read |
E1058, 2, RsInstallationService.MAIN INFO RohdeSchwarz.AptAbstractionLib.CommandLineExecutor - /usr/bin/rsync -a --info=NAME --copy-links /var/tmp/rohde-schwarz/rs-installation-service/primary/etc/avahi/services/ /etc/avahi/services/
E1059, 1, NamingHandlerRepository
E1060, 5, DeviceApiSubscriber
E1061, 5, signal loop namespace=moby
E1062, 2, Executing Command GetPackagesCommand
E1063, 3, Executing Command DependsOnCommand
E1064, 479, DeviceApiSubscriber DEBUG:
E1065, 1, | Rohde & Schwarz GmbH & Co. KG - CMXreporting
E1066, 51, .NET ThreadPool Worker INFO -
E1067, 1, DeviceApiSubscriber Startup: /usr/lib/fw/RS.Startup/Config/Startup.xml
E1068, 1, DeviceApiSubscriber Info: /usr/lib/fw/RS.Info/Config/Info.xml
E1069, 1, DeviceApiSubscriber CMWBase: /usr/lib/fw/RS.CMWBase/Config/CMWBase.xml
E1070, 1, DeviceApiSubscriber dfa: /usr/lib/fw/RS.dfa/Config/dfa.xml
E1071, 1, DeviceApiSubscriber Remote: /usr/lib/fw/RS.Remote/Config/Remote.xml
E1072, 1, DeviceApiSubscriber LISelect: /usr/lib/fw/RS.LISelect/Config/LISelect.xml
E1073, 1, DeviceApiSubscriber MassMemory: /usr/lib/fw/RS.MassMemory/Config/MassMemory.xml
E1074, 1, DeviceApiSubscriber Setup: /usr/lib/fw/RS.Setup/Config/Setup.xml
E1075, 1, DeviceApiSubscriber iq_setup: /usr/lib/fw/RS.iq_setup/Config/iq_setup.xml
E1076, 1, DeviceApiSubscriber Description created
E1077, 1, DeviceApiSubscriber Selftest: /usr/lib/fw/RS.Selftest/Config/Selftest.xml
E1078, 1, DeviceApiSubscriber gprf_meas: /usr/lib/fw/RS.gprf_meas/Config/gprf_meas.xml
E1079, 1, DeviceApiSubscriber gprf_gen: /usr/lib/fw/RS.gprf_gen/Config/gprf_gen.xml
E1080, 1, DeviceApiSubscriber sfa_mmi: /usr/lib/fw/RS.sfa_mmi/Config/sfa_mmi.xml
E1081, 1, DeviceApiSubscriber sfa: /usr/lib/fw/rs.sfa/Config/sfa.xml
E1082, 1, DeviceApiSubscriber dut_mmi: /usr/lib/fw/RS.dut_mmi/Config/dut_mmi.xml
E1083, 1, DeviceApiSubscriber data: /usr/lib/fw/RS.data/Config/data.xml
E1084, 1, DeviceApiSubscriber datascpi: /usr/lib/fw/RS.datascpi/Config/datascpi.xml
E1085, 1, DeviceApiSubscriber dnsmonitor: /usr/lib/fw/RS.dnsmonitor/Config/dnsmonitor.xml
E1086, 1, DeviceApiSubscriber measscpi_mmi: /usr/lib/fw/RS.measscpi_mmi/Config/measscpi_mmi.xml
E1087, 1, DeviceApiSubscriber wlan_sig_scpi_mmi: /usr/lib/fw/RS.wlan_sig_scpi_mmi/Config/wlan_sig_scpi_mmi.xml
E1088, 3, DeviceApiSubscriber Band Combinations
E1089, 1, DeviceApiSubscriber License service
E1090, 5, in CHumsServiceImpl: : handle_fsm_state_get_calibration_from_eeprom block is nullptr no table available
E1091, 9, info Use persistent settings: True gwss.gwss_server.server_application
E1092, 106, INFO
E1093, 32, DeviceApiSubscriber ERROR: MRDC Band Combination message:
E1094, 4, DeviceApiSubscriber DEBUG: License service hardware detected:
E1095, 1, DeviceApiSubscriber DEBUG: DUT profile: DUT Test
E1096, 784, Data channel normally closed or due to unexpected data .
E1097, 35, Failed for invalid user from port
E1098, 1195, cannot open shared object file: No such file or directory
E1099, 7, PIAS: DIAG: PIAS: SCAN? EXTERN DEFAULT
E1100, 2, PIAS: socket normally closed.PIAS: PIAS: Remote access from client
E1101, 7, Remote access from client
E1102, 8, Could not stop CMXmars Server version still running process es :
E1103, 16, Shutdown event was set and clean-up was done end of program
E1104, 16, DeviceApiSubscriber DEBUG: Test Environment service message received
E1105, 8, Started OpenSSH Per-Connection Daemon fe80: :
E1106, 3, Series Msg Id IsRunning True IsCompleted False IsPausable True IsRunningAtDeactivation False
E1107, 1, esrt: ESRT space
E1108, 1, smpboot: of activated BogoMIPS
E1109, 1, raid6: pq benchmark
E1110, 1, iommu: domain TLB policy: mode
E1111, 1, mousedev: mouse device mice
E1112, 1, efifb: at
E1113, 1, Started that triggers data periodically.
E1114, 1, II terminated successfully Closing file.
E1115, 1, Started Time Protocol service primary.
E1116, 1, ERROR Expected do
E1117, 1, INFO: started. Use down.
E1118, 1, --- of inner stack ---
E1119, 20, ACPI: Reserving table memory at mem
E1120, 1, MADT SMP configuration information
E1121, 1, CPUs to
E1122, 72, 
E1123, 1, Adaptive Function Network Driver
E1124, 1, RTC wake
E1125, 1, PSP TMR
E1126, 1, warning s due to ratelimiting
E1127, 1, monitoring firmware directory /lib/firmware .
E1128, 1, interfaces /etc/network/interfaces doesn t exist
E1129, 1, level=info containerd
E1130, 1, level=info subscribing containerd event
E1131, 1, level=info has completed initialization
E1132, 1, level=info listen on /run/docker.sock
E1133, 1, - Interface Adapter
E1134, 1, result: context=_setup
E1135, 1, Ready: SystemD
E1136, 1, offset IOCTL to
E1137, 1, Schwarz Co. KG;CMX/CMP;Primary
E1138, 1, assuming grand master role
E1139, 1, percpu: Embedded pages/cpu
E1140, 1, Poky Yocto Reference Distro -
E1141, 3, Kernel command line: BOOT_IMAGE=/boot/vmlinuz root=/dev/sda2 d ro
E1142, 1, Performance Events: Fam17h+ perfctr PMU driver.
E1143, 1, TCP: Hash tables established bind
E1144, 1, PCI-DMA: Using software buffering IO SWIOTLB
E1145, 1, Serial: driver ports sharing disabled
E1146, 1, sda2: fsck.btrfs doesn t not file system.
E1147, 1, Listening on PC/SC Card Activation Socket.
E1148, 1, info dns=default rc-manager=symlink auto
E1149, 1, Monitoring of smart readers if available
E1150, 1, Timeout waiting up exiting.
E1151, 1, protocolAddress IPv6
E1152, 1, hannel normally closed due unexpected data .
E1153, 1, MMCONFIG
E1154, 1, Using
E1155, 1, Writing CST
E1156, 1, 
E1157, 1, bus
E1158, 1, control possible
E1159, 1, on
E1160, 1, or directory
E1161, 1, starting
E1162, 1, values:
E1163, 1, \\ io.containerd.snapshotter.v1.aufs\\ ...
E1164, 1, \\ io.containerd.snapshotter.v1.devmapper\\ ...
E1165, 1, \\ io.containerd.snapshotter.v1.native\\ ...
E1166, 1, \\ io.containerd.snapshotter.v1.overlayfs\\ ...
E1167, 1, \\ io.containerd.snapshotter.v1.zfs\\ ...
E1168, 1, \\ io.containerd.service.v1.introspection-service\\ ...
E1169, 1, \\ io.containerd.service.v1.containers-service\\ ...
E1170, 1, \\ io.containerd.service.v1.content-service\\ ...
E1171, 1, \\ io.containerd.service.v1.diff-service\\ ...
E1172, 1, \\ io.containerd.service.v1.images-service\\ ...
E1173, 1, \\ io.containerd.service.v1.leases-service\\ ...
E1174, 1, \\ io.containerd.service.v1.namespaces-service\\ ...
E1175, 1, \\ io.containerd.service.v1.snapshots-service\\ ...
E1176, 1, \\ io.containerd.runtime.v1.linux\\ ...
E1177, 1, \\ io.containerd.runtime.v2.task\\ ...
E1178, 1, \\ io.containerd.service.v1.tasks-service\\ ...
E1179, 1, \\ io.containerd.grpc.v1.introspection\\ ...
E1180, 1, \\ io.containerd.internal.v1.restart\\ ...
E1181, 1, \\ io.containerd.grpc.v1.containers\\ ...
E1182, 1, \\ io.containerd.grpc.v1.content\\ ...
E1183, 1, \\ io.containerd.grpc.v1.diff\\ ...
E1184, 1, \\ io.containerd.grpc.v1.events\\ ...
E1185, 1, \\ io.containerd.grpc.v1.healthcheck\\ ...
E1186, 1, \\ io.containerd.grpc.v1.images\\ ...
E1187, 1, \\ io.containerd.grpc.v1.leases\\ ...
E1188, 1, \\ io.containerd.grpc.v1.namespaces\\ ...
E1189, 1, \\ io.containerd.internal.v1.opt\\ ...
E1190, 1, \\ io.containerd.grpc.v1.snapshots\\ ...
E1191, 1, \\ io.containerd.grpc.v1.tasks\\ ...
E1192, 1, \\ io.containerd.grpc.v1.version\\ ...
E1193, 1, \\ io.containerd.internal.v1.tracing\\ ...
E1194, 1, \\ io.containerd.grpc.v1.cri\\ ...
E1195, 1, : /etc/os-release
E1196, 1, as Database/MetaData.db
E1197, 1, WorkerLoopAsync started
E1198, 1, and merged
E1199, 1, on ANNOUNCE_RECEIPT_TIMEOUT_EXPIRES
E1200, 1, NoUnsubscribeFromFormulaValues /home/instrument/fw/log/signaling.msglog
E1201, 24, pci bridge window
E1202, 13, pci reg
E1203, 25, system has been reserved
E1204, 8, pci_bus resource window
E1205, 1, input: Power Button /devices/LNXSYSTM:
E1206, 1, ixgbe: Intel R PCI
E1207, 1, checking generic vs
E1208, 2, msg= parsed
E1209, 2, Process cmxtoolssupport user
E1210, 1, PBA No: FFFFFF-0FF
E1211, 1, Controller EHCI Driver
E1212, 1, Controller OHCI Driver
E1213, 1, buffer device
E1214, 1, deactivate vga console
E1215, 1, fmt version
E1216, 1, syntax is ok
E1217, 1, plugin \\ io.containerd.content.v1.content\\ ...
E1218, 1, plugin \\ io.containerd.metadata.v1.bolt\\ ...
E1219, 1, plugin \\ io.containerd.differ.v1.walking\\ ...
E1220, 1, plugin \\ io.containerd.event.v1.exchange\\ ...
E1221, 1, plugin \\ io.containerd.gc.v1.scheduler\\ ...
E1222, 1, plugin \\ io.containerd.monitor.v1.cgroups\\ ...
E1223, 1, plugin \\ io.containerd.tracing.processor.v1.otlp\\ ...
E1224, 1, /opt/rohde-schwarz/license-server/log /var/log/
E1225, 1, primary package installed
E1226, 1, set Info.
E1227, 1, root path: /app
E1228, 3, Copyright c
E1229, 6, Rule-based Manager
E1230, 6, manager:
E1231, 6, INFO RohdeSchwarz.AptAbstractionLib.CommandLineExecutor
E1232, 2, Created local
E1233, 2, unused image
E1234, 1, exit
E1235, 2, Started stack
E1236, 4, Password Requests to Directory Watch.
E1237, 6, Generate network units from Kernel command
E1238, 2, Queued start job for default target
E1239, 1, drm VCN decode is enabled in VM mode
E1240, 1, VCN enabled VM
E1241, 1, JPEG enabled VM
E1242, 1, dev=veth37c5ffa
E1243, 1, dev=vethac25a19
E1244, 1, dev=vethb15faec
E1245, 1, igb
E1246, 8, drm DM_PPLIB: in kHz in mV
E1247, 11, called pid:
E1248, 1, caller=node_exporter.go: level=info
E1249, 3, uninitialized urandom bytes read
E1250, 3, find a for keysym
E1251, 6, Registering new address record for on
E1252, 1, Acquired name system
E1253, 1, info settings: keyfile
E1254, 1, info settings: ifupdown
E1255, 2, RsInstallationService.MAIN RohdeSchwarz.AptAbstractionLib.CommandLineExecutor script/ssh-keygen.sh
E1256, 2, Progress: Instrument product
E1257, 2, local best
E1258, 1, Data error
E1259, 2, The NGINX HTTP and reverse proxy
E1260, 1, Service
E1261, 1, RsInstallationService.MAIN STATUS=Running
E1262, 2, RsInstallationService.MAIN
E1263, 11, info manager: new device
E1264, 1, info manager: eth_internal : new Ethernet device
E1265, 5, info device Activation: successful device activated.
E1266, 2, D-BUS per-session daemon address is: unix:
E1267, 2, server does not have extension for
E1268, 2, HPM Proxy created: / - http:
E1269, 1, Requested transaction contradicts existing jobs: Resource deadlock avoided
E1270, 5, OK
E1271, 1, App listening at http: //: : :
E1272, 4, OK Finished Bind mount volatile
E1273, 22, Now listening on: http: // : : :
E1274, 176, config_generic_gigabit_channel_link : = / confLengthData:
E1275, 4, RsInstallationService.MAIN INFO RohdeSchwarz.InstallationServiceLib.InstallationService - configured as
E1276, 20, .NET ThreadPool Worker INFO -
E1277, 1, cmseq | CMsequencer starter has completed in
E1278, 5, cmseq | log_system_disk_usage not implemented for this platform
E1279, 23, Progress: Product Definition loaded in:
E1280, 31, Found PID file from running LD:
E1281, 1, Started Synchronize AST with system clock via /dev/pps1.
E1282, 34, INFO
E1283, 8, fatal: Timeout before authentication for port
E1284, 19, Remote access from client
E1285, 9, Received SNMP packet s from UDP:
E1286, 51, INFO RohdeSchwarz.DapiAbstractionLib.InstallationServer - resource
E1287, 26, PIAS: DIAG: PIAS: CONN? dummy-guid
E1288, 4, Compress log
E1289, 8, ACPI: ALASKA A M I AMI
E1290, 1, DSDT INTL
E1291, 1, MCFG MSFT
E1292, 1, /var/tmp persistent was check
E1293, 1, VCN
E1294, 1, RohdeSchwarz.InstallationServiceContracts.InstallationServiceContracts -
E1295, 1, write text
E1296, 1, write json
E1297, 1, -- returncode:
E1298, 1, Unix
E1299, 1, EngineWorker state
E1300, 1, DeviceApiSubscriber with
E1301, 1, VFCT AMD
E1302, 3, 
E1303, 1, used
E1304, 1, not available
E1305, 1, level=warning not configured
E1306, 1, SignalingServiceRepository @
E1307, 1, INFO RohdeSchwarz.AptAbstractionLib.LocalDevice
E1308, 1, bsw: add local
E1309, 1, ConnectionOptimizerService Start received
E1310, 1, Unknown kernel parameters BOOT_IMAGE=/boot/vmlinuz will passed user space.
E1311, 1, Adding /swapspace/swapfile. Priority: FS
E1312, 1, avahi bsw: HW but FlexxSync missing standalone mode
E1313, 1, Calibrating delay loop skipped value calculated using frequency.. BogoMIPS
E1314, 1, device name cmx_mb7_pcie_sw pci bar0 == start: length: flags:
E1315, 1, Starting secondary zmqbroker RpcBroker: Publisher:
E1316, 1, Last level
E1317, 2, == Log Time: Nov
E1318, 1, Starting mrt.sfa for base logging
E1319, 1, Finished mrt.sfa for base logging
E1320, 2, | 00Z;INFO;Now on: // :
E1321, 1, Speculative Store Bypass: Speculative Store Bypass via prctl seccomp
E1322, 1, libEGL warning: DRI2: not open /dev/dri/card0 such file directory
E1323, 1, PCI: MMCONFIG for domain bus at mem base
E1324, 1, ExtendedConfig ASPM ClockPM Segments MSI HPX-Type3
E1325, 1, for modems and ISDN adapters
E1326, 1, signal handlers about to start nmon...
E1327, 1, : kTransientFailure: Failed to send GpuControl.CreateCommandBuffer.
E1328, 1, -l grep mrt.xlapi-nb
E1329, 1, empty will attempt to perform configuration
E1330, 4, USB bus bus
E1331, 1, Running url=http: context=_setup
E1332, 2, xhci_hcd hcc params hci version quirks
E1333, 1, setting UTC
E1334, 1, Sense:
E1335, 1, minor
E1336, 1, caller=tls_config.go: on :
E1337, 1, DeviceApiSubscriber ProgressInfo: Option
E1338, 2, Database ConditionNeedsUpdate=/etc .
E1339, 2, Catalog ConditionNeedsUpdate=/var .
E1340, 1, Joining mDNS multicast group on interface lo.IPv6 with address : :
E1341, 1, Host name Local
E1342, 2, Finished calls
E1343, 39, audit: tty= none
E1344, 4, CATR positioner driver as microservice for CMX clients and
E1345, 6, level=warning msg= Your kernel does not support cgroup blkio
E1346, 44, config_generic_gigabit_channel_link : module_offset: / sub_offset: / channel_offset: / confLengthDataPerAddr:
E1347, 2, INFO main.wait_for_brokers:
E1348, 2, RsInstallationService.MAIN INFO RohdeSchwarz.AptAbstractionLib.CommandLineExecutor - /usr/bin/rsync -a --info=NAME --copy-links --delete /opt/rohde-schwarz/installation-service/script/ /var/tmp/rohde-schwarz/rs-installation-service/script/
E1349, 10, .NET ThreadPool Worker INFO -
E1350, 1, NamingHandlerRepository @
E1351, 1, Creating
E1352, 1, DeviceApiSubscriber data
E1353, 1, DeviceApiSubscriber DEBUG: ProgressInfo: Previous Device Footprint loaded
E1354, 2, DeviceApiSubscriber DEBUG: ProgressInfo: Instrument Setup iterates
E1355, 1, DeviceApiSubscriber DEBUG: ProgressInfo: Instrument Setup iterates Applications
E1356, 18, info State Servicer is started.
E1357, 2, INFO utilities.replay_drifted: replaying from the drifted folder
E1358, 4, DeviceApiSubscriber DEBUG: License service hardware detected: IF UNIT
E1359, 38, CMPX_MB_LD: Calling set_mb_sync_connection mapFile srcSlot srcLine dstSlot dstLine : /usr/lib/fw/RS.CMWBase/DPSW/mb_cst_map.xcnf
E1360, 20, CMPX_MB_LD: Calling set_mb_sabu_connection mapFile srcSlot srcPort dstSlot dstPort : /usr/lib/fw/RS.CMWBase/DPSW/mb_sabu_map.xcnf
E1361, 189, R&S SWPL ID: Installation Server
E1362, 9, Remote access from client
E1363, 16, DeviceApiSubscriber DEBUG: Received message from Test Environment service
E1364, 5, Disconnected from user root : port
E1365, 5, ACPI: SSDT AMD AmdTable
E1366, 9, On node zone pages in unavailable ranges
E1367, 2, INT_SRC_OVR bus bus_irq global_irq
E1368, 2, PM: Registering NVS mem
E1369, 1, OK target for
E1370, 1, INFO RohdeSchwarz.AptAbstractionLib.AptAbstractionLib APT Library
E1371, 1, INFO RohdeSchwarz.DapiAbstractionLib.DapiAbstractionLib DAPI Library
E1372, 8, hash order: bytes linear
E1373, 8, comm= iptables
E1374, 1, mem auto-init: stack: off heap alloc: on heap free: off
E1375, 1, calculated scheduler-enlistment delay jiffies.
E1376, 1, Express Virtual Driver
E1377, 1, link Gbps SStatus
E1378, 1, AGP: 0x0000FFFFFFFFFFFF
E1379, 1, hostname: changed from
E1380, 1, Static Device /dev.
E1381, 1, Instrument local licenses instrument
E1382, 1, INFO : False
E1383, 1, Last level
E1384, 2, msg= ClientConn balancer \\ pick_first\\
E1385, 2, INFO Executing Options=None; RepositoryTypes=;
E1386, 1, usercopy/swapgs barriers __user pointer sanitization
E1387, 1, name PartOf section Service ignoring.
E1388, 1, initializing RAVEN
E1389, 1, msg= graphdriver using storage driver: overlay2
E1390, 1, mrt.xlapi-nb xlapi
E1391, 1, Data closed or to unexpected data .
E1392, 1, System.IndexOutOfRangeException: outside the of the array.
E1393, 1, mitigation: Enabling conditional Indirect Branch Prediction Barrier
E1394, 1, - Copyright Rodolfo Giometti giometti@linux.it
E1395, 1, multi NCQ depth AA
E1396, 1, cpu pages gpu pages
E1397, 1, UID and group GID
E1398, 1, level=info msg= metadata content store policy set policy=shared
E1399, 1, now controls PME AER PCIeCapability
E1400, 1, port irq
E1401, 1, SMBus Host Controller at
E1402, 1, PSP runtime database doesn t exist
E1403, 1, certificate key files found
E1404, 1, file does not exist: /home/instrument/fw/system/Restauration/PersistenceClients/csp_settings.dat
E1405, 49, pci type class
E1406, 22, pci PME# supported from D3hot D3cold
E1407, 15, pref
E1408, 33, bcdDevice=
E1409, 16, pci bridge window mem pref
E1410, 3, 
E1411, 6, DEBUG: ProgressInfo:
E1412, 1, INFO Loading
E1413, 1, DEBUG: service
E1414, 1, INFO Unsubscribing
E1415, 2, USB Enhanced SuperSpeed
E1416, 1, and File Systems.
E1417, 2, is
E1418, 1, : services loaded
E1419, 1, usbserial: USB Serial support registered for FTDI USB Serial Device
E1420, 3, eeprom eeprom driver is deprecated please use instead
E1421, 1, Truecolor:
E1422, 1, OK System
E1423, 1, :
E1424, 1, handler has
E1425, 1, Poll
E1426, 1, | from
E1427, 29, usb new USB device number using xhci_hcd
E1428, 14, usb Manufacturer: Rohde & Schwarz GmbH & Co. KG
E1429, 1, sd sda
E1430, 2, DEBUG:
E1431, 7, mDNS multicast group on interface with address
E1432, 1, Registering new address record for : : on lo. .
E1433, 2, Errors xkbcomp are fatal X server
E1434, 1, Starting a service provide features ALFs ...
E1435, 1, Started a service provide features ALFs .
E1436, 34, Launch done: PID is
E1437, 6, OPEN cmx_au driver called from pid: PB: : AuKernelGat
E1438, 1, such or directory
E1439, 3, Running context=_setup
E1440, 6, warn device failed to read bridge setting
E1441, 1, Program INFO : Connection Optimizer Service
E1442, 50, .NET ThreadPool Worker INFO
E1443, 265, DeviceApiSubscriber DEBUG:
E1444, 2, DeviceApiSubscriber DEBUG: ProgressInfo: Startup
E1445, 1, DeviceApiSubscriber DEBUG: ProgressInfo: iq_setup
E1446, 1, DeviceApiSubscriber DEBUG: ProgressInfo: Selftest
E1447, 1, DeviceApiSubscriber DEBUG: ProgressInfo: gprf_meas
E1448, 1, OPEN cmx_mb_bh7 driver called from pid: PB: : MbKernelGat
